,loc,v(g),ev(g),iv(g),n,v,l,d,i,e,b,t,lOCode,lOComment,lOBlank,locCodeAndComment,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount,defects
8249,5.0,1.0,1.0,1.0,15.0,42.11,0.16,6.25,6.74,263.19,0.01,14.62,3,0,0,0,5.0,2.0,10.0,5.0,1.0,0
8250,10.0,1.0,1.0,1.0,27.0,93.4,0.17,6.0,15.57,560.43,0.03,31.13,6,0,2,0,6.0,5.0,17.0,10.0,1.0,0
8251,25.0,4.0,1.0,4.0,82.0,385.44,0.07,15.0,25.7,5781.54,0.13,321.2,17,0,3,0,13.0,13.0,52.0,30.0,7.0,0
8252,31.0,4.0,1.0,4.0,66.0,323.85,0.07,13.5,23.99,4372.04,0.11,242.89,21,0,5,0,15.0,15.0,39.0,27.0,6.0,0
8253,90.0,11.0,8.0,8.0,223.0,1231.75,0.04,23.71,51.95,29204.5,0.41,1622.47,61,16,9,0,15.0,31.0,125.0,98.0,21.0,0
8254,4.0,1.0,1.0,1.0,9.0,25.27,0.27,3.75,6.74,94.75,0.01,5.26,2,0,0,0,5.0,2.0,6.0,3.0,1.0,0
8255,4.0,1.0,1.0,1.0,12.0,33.69,0.2,5.0,6.74,168.44,0.01,9.36,2,0,0,0,5.0,2.0,8.0,4.0,1.0,0
8256,10.0,1.0,1.0,1.0,24.0,83.03,0.19,5.4,15.38,448.34,0.03,24.91,6,0,2,0,6.0,5.0,15.0,9.0,1.0,0
8257,20.0,4.0,1.0,4.0,69.0,320.43,0.08,12.0,26.7,3845.11,0.11,213.62,13,0,3,0,12.0,13.0,43.0,26.0,7.0,0
8258,33.0,5.0,4.0,3.0,89.0,432.36,0.07,14.62,29.56,6323.27,0.14,351.29,27,0,2,0,13.0,16.0,53.0,36.0,9.0,0
8259,9.0,1.0,1.0,1.0,21.0,77.71,0.33,3.0,25.9,233.13,0.03,12.95,6,0,1,0,6.0,7.0,14.0,7.0,1.0,0
8260,20.0,3.0,1.0,3.0,65.0,315.77,0.07,13.54,23.32,4275.02,0.11,237.5,15,0,3,0,16.0,13.0,43.0,22.0,5.0,0
8261,17.0,3.0,1.0,3.0,51.0,236.84,0.1,10.29,23.01,2437.44,0.08,135.41,13,0,2,0,13.0,12.0,32.0,19.0,5.0,0
8262,17.0,3.0,1.0,3.0,51.0,236.84,0.1,10.29,23.01,2437.44,0.08,135.41,13,0,2,0,13.0,12.0,32.0,19.0,5.0,0
8263,20.0,3.0,1.0,3.0,51.0,236.84,0.1,10.29,23.01,2437.44,0.08,135.41,15,0,3,0,13.0,12.0,32.0,19.0,5.0,0
8264,15.0,2.0,1.0,2.0,36.0,155.59,0.17,5.73,27.17,891.1,0.05,49.51,10,0,3,0,9.0,11.0,22.0,14.0,3.0,0
8265,20.0,3.0,1.0,3.0,65.0,315.77,0.07,13.54,23.32,4275.02,0.11,237.5,15,0,3,0,16.0,13.0,43.0,22.0,5.0,0
8266,20.0,3.0,1.0,3.0,51.0,236.84,0.1,10.29,23.01,2437.44,0.08,135.41,15,0,3,0,13.0,12.0,32.0,19.0,5.0,0
8267,15.0,2.0,1.0,2.0,39.0,168.56,0.16,6.14,27.47,1034.31,0.06,57.46,10,0,3,0,9.0,11.0,24.0,15.0,3.0,0
8268,44.0,8.0,1.0,1.0,119.0,530.67,0.02,50.36,10.54,26723.14,0.18,1484.62,27,10,2,3,15.0,7.0,72.0,47.0,15.0,0
8269,79.0,18.0,12.0,8.0,269.0,1607.89,0.03,31.34,51.31,50387.2,0.54,2799.29,59,5,12,0,23.0,40.0,160.0,109.0,35.0,0
8270,18.0,5.0,1.0,3.0,38.0,169.46,0.14,7.08,23.92,1200.33,0.06,66.69,13,0,3,0,10.0,12.0,21.0,17.0,9.0,0
8271,92.0,16.0,7.0,9.0,278.0,1648.74,0.03,36.97,44.59,60959.0,0.55,3386.61,61,16,13,0,24.0,37.0,164.0,114.0,31.0,0
8272,36.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,5.0,0
8273,45.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,7.0,0
8274,36.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,5.0,0
8275,34.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,7.0,0
8276,12.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,5.0,0
8277,18.0,6.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,11.0,0
8278,19.0,6.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,11.0,0
8279,32.0,5.0,3.0,1.0,73.0,339.0,0.05,21.75,15.59,7373.28,0.11,409.63,25,1,3,0,15.0,10.0,44.0,29.0,9.0,0
8280,52.0,8.0,1.0,6.0,128.0,690.22,0.05,21.08,32.74,14549.77,0.23,808.32,39,4,4,1,17.0,25.0,66.0,62.0,15.0,0
8281,27.0,5.0,1.0,2.0,100.0,524.79,0.06,16.36,32.07,8587.52,0.17,477.08,15,4,5,1,16.0,22.0,55.0,45.0,9.0,0
8282,99.0,12.0,5.0,4.0,201.0,1097.35,0.02,41.5,26.44,45539.85,0.37,2529.99,44,20,27,2,22.0,22.0,118.0,83.0,23.0,0
8283,103.0,12.0,6.0,4.0,179.0,999.71,0.03,35.42,28.22,35409.67,0.33,1967.2,47,19,30,2,23.0,25.0,102.0,77.0,23.0,0
8284,132.0,24.0,24.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,47.0,0
8285,40.0,4.0,4.0,2.0,80.0,392.55,0.06,16.57,23.69,6505.13,0.13,361.4,21,4,13,0,16.0,14.0,51.0,29.0,7.0,0
8286,37.0,4.0,4.0,2.0,104.0,524.62,0.05,19.8,26.5,10387.42,0.17,577.08,21,2,12,0,18.0,15.0,71.0,33.0,7.0,0
8287,56.0,8.0,6.0,3.0,129.0,681.82,0.04,28.47,23.95,19411.73,0.23,1078.43,29,7,13,4,22.0,17.0,85.0,44.0,15.0,0
8288,56.0,7.0,5.0,2.0,101.0,513.83,0.05,21.94,23.42,11272.23,0.17,626.23,28,6,16,4,18.0,16.0,62.0,39.0,13.0,0
8289,68.0,5.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,9.0,0
8290,25.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,7.0,0
8291,32.0,10.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,19.0,0
8292,64.0,4.0,1.0,4.0,219.0,1180.92,0.04,28.31,41.72,33429.05,0.39,1857.17,50,0,14,0,16.0,26.0,127.0,92.0,7.0,0
8293,15.0,4.0,3.0,2.0,28.0,122.98,0.12,8.13,15.14,999.25,0.04,55.51,9,3,1,0,13.0,8.0,18.0,10.0,7.0,0
8294,62.0,29.0,29.0,11.0,268.0,1504.74,0.02,49.48,30.41,74453.39,0.5,4136.3,49,0,5,5,25.0,24.0,173.0,95.0,57.0,0
8295,30.0,6.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,11.0,0
8296,94.0,17.0,14.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,33.0,0
8297,61.0,11.0,1.0,5.0,180.0,1005.29,0.03,32.15,31.27,32324.04,0.34,1795.78,55,0,4,0,22.0,26.0,104.0,76.0,21.0,0
8298,41.0,7.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,13.0,0
8299,75.0,9.0,7.0,5.0,292.0,1731.78,0.04,28.26,61.29,48932.72,0.58,2718.48,65,1,9,0,18.0,43.0,157.0,135.0,17.0,0
8300,47.0,5.0,4.0,3.0,122.0,586.5,0.03,29.42,19.93,17256.56,0.2,958.7,29,7,7,0,15.0,13.0,71.0,51.0,9.0,0
8301,21.0,2.0,1.0,2.0,57.0,276.9,0.12,8.53,32.46,2362.35,0.09,131.24,12,3,4,0,13.0,16.0,36.0,21.0,3.0,0
8302,24.0,6.0,6.0,3.0,55.0,241.58,0.05,19.5,12.39,4710.76,0.08,261.7,12,4,3,0,13.0,8.0,31.0,24.0,11.0,0
8303,17.0,2.0,1.0,2.0,33.0,134.89,0.19,5.25,25.69,708.15,0.04,39.34,11,0,4,0,7.0,10.0,18.0,15.0,3.0,0
8304,21.0,2.0,1.0,2.0,82.0,398.35,0.11,9.47,42.05,3773.88,0.13,209.66,14,0,5,0,10.0,19.0,46.0,36.0,3.0,0
8305,10.0,2.0,1.0,2.0,27.0,105.49,0.11,9.0,11.72,949.37,0.04,52.74,7,0,1,0,9.0,6.0,15.0,12.0,3.0,0
8306,13.0,2.0,1.0,1.0,32.0,125.02,0.1,10.5,11.91,1312.72,0.04,72.93,9,0,2,0,9.0,6.0,18.0,14.0,3.0,0
8307,11.0,2.0,1.0,2.0,27.0,102.8,0.09,10.8,9.52,1110.22,0.03,61.68,8,0,1,0,9.0,5.0,15.0,12.0,3.0,0
8308,13.0,1.0,1.0,1.0,29.0,113.3,0.25,4.0,28.32,453.2,0.04,25.18,8,1,2,0,6.0,9.0,17.0,12.0,1.0,0
8309,20.0,4.0,4.0,2.0,50.0,226.18,0.06,15.56,14.54,3518.33,0.08,195.46,15,0,3,0,14.0,9.0,30.0,20.0,7.0,0
8310,20.0,5.0,5.0,3.0,31.0,131.69,0.17,5.85,22.51,770.36,0.04,42.8,15,0,3,0,9.0,10.0,18.0,13.0,9.0,0
8311,7.0,1.0,1.0,1.0,13.0,46.6,0.29,3.5,13.32,163.12,0.02,9.06,4,0,1,0,7.0,5.0,8.0,5.0,1.0,0
8312,5.0,1.0,1.0,1.0,9.0,25.27,0.67,1.5,16.84,37.9,0.01,2.11,3,0,0,0,3.0,4.0,5.0,4.0,1.0,0
8313,24.0,3.0,1.0,3.0,57.0,237.69,0.07,15.0,15.85,3565.29,0.08,198.07,19,0,3,0,10.0,8.0,33.0,24.0,5.0,0
8314,33.0,7.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,13.0,0
8315,127.0,23.0,6.0,9.0,558.0,3442.82,0.02,64.29,53.55,221324.02,1.15,12295.78,102,7,16,0,30.0,42.0,378.0,180.0,45.0,0
8316,28.0,4.0,1.0,4.0,93.0,501.49,0.1,10.46,47.94,5246.31,0.17,291.46,17,3,6,0,16.0,26.0,59.0,34.0,7.0,0
8317,69.0,12.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,23.0,0
8318,100.0,15.0,6.0,6.0,305.0,1933.65,0.05,21.3,90.79,41183.72,0.64,2287.98,79,9,12,0,19.0,62.0,166.0,139.0,29.0,0
8319,5.0,2.0,1.0,1.0,18.0,66.61,0.21,4.8,13.88,319.72,0.02,17.76,3,0,0,0,8.0,5.0,12.0,6.0,3.0,0
8320,11.0,3.0,1.0,1.0,32.0,140.55,0.14,7.15,19.66,1004.96,0.05,55.83,7,0,2,0,11.0,10.0,19.0,13.0,5.0,0
8321,17.0,5.0,5.0,2.0,55.0,252.17,0.05,19.0,13.27,4791.29,0.08,266.18,13,0,2,0,16.0,8.0,36.0,19.0,9.0,0
8322,11.0,5.0,5.0,1.0,41.0,170.97,0.11,9.5,18.0,1624.19,0.06,90.23,10,0,1,0,9.0,9.0,22.0,19.0,9.0,0
8323,8.0,1.0,1.0,1.0,18.0,66.61,0.33,3.0,22.2,199.82,0.02,11.1,5,0,1,0,6.0,7.0,11.0,7.0,1.0,0
8324,7.0,1.0,1.0,1.0,11.0,33.0,0.67,1.5,22.0,49.5,0.01,2.75,4,0,1,0,3.0,5.0,6.0,5.0,1.0,0
8325,18.0,3.0,1.0,2.0,43.0,202.12,0.11,9.5,21.28,1920.13,0.07,106.67,14,0,2,0,13.0,13.0,24.0,19.0,5.0,0
8326,10.0,2.0,1.0,1.0,19.0,70.31,0.19,5.25,13.39,369.12,0.02,20.51,7,0,1,0,7.0,6.0,10.0,9.0,3.0,0
8327,5.0,1.0,1.0,1.0,11.0,34.87,0.32,3.12,11.16,108.97,0.01,6.05,3,0,0,0,5.0,4.0,6.0,5.0,1.0,0
8328,10.0,2.0,1.0,1.0,19.0,68.11,0.16,6.3,10.81,429.12,0.02,23.84,7,0,1,0,7.0,5.0,10.0,9.0,3.0,0
8329,22.0,3.0,1.0,1.0,58.0,265.93,0.1,9.64,27.58,2564.3,0.09,142.46,18,0,2,0,10.0,14.0,31.0,27.0,5.0,0
8330,47.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,0
8331,28.0,5.0,3.0,2.0,134.0,670.0,0.03,38.0,17.63,25460.0,0.22,1414.44,22,0,4,0,19.0,13.0,82.0,52.0,9.0,0
8332,22.0,1.0,1.0,1.0,58.0,272.63,0.14,7.19,37.93,1959.5,0.09,108.86,14,0,6,0,10.0,16.0,35.0,23.0,1.0,0
8333,22.0,1.0,1.0,1.0,58.0,272.63,0.14,7.19,37.93,1959.5,0.09,108.86,14,0,6,0,10.0,16.0,35.0,23.0,1.0,0
8334,19.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0
8335,21.0,2.0,1.0,2.0,69.0,341.84,0.07,13.87,24.65,4740.18,0.11,263.34,17,0,4,0,16.0,15.0,43.0,26.0,3.0,0
8336,29.0,2.0,1.0,2.0,93.0,469.13,0.07,13.63,34.41,6394.96,0.16,355.28,22,0,7,0,14.0,19.0,56.0,37.0,3.0,0
8337,32.0,7.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,13.0,0
8338,33.0,1.0,1.0,1.0,84.0,430.86,0.13,7.79,55.3,3357.12,0.14,186.51,21,0,7,0,11.0,24.0,50.0,34.0,1.0,0
8339,36.0,2.0,1.0,1.0,127.0,661.6,0.04,23.22,28.49,15363.84,0.22,853.55,24,2,7,0,19.0,18.0,83.0,44.0,3.0,0
8340,31.0,1.0,1.0,1.0,82.0,417.17,0.13,7.89,52.86,3292.03,0.14,182.89,20,0,7,0,11.0,23.0,49.0,33.0,1.0,0
8341,79.0,4.0,1.0,3.0,335.0,1731.92,0.02,53.65,32.28,92912.68,0.58,5161.82,53,5,19,0,19.0,17.0,239.0,96.0,7.0,0
8342,61.0,5.0,1.0,5.0,271.0,1367.03,0.04,27.26,50.14,37269.58,0.46,2070.53,51,0,8,0,14.0,19.0,197.0,74.0,9.0,0
8343,94.0,5.0,1.0,3.0,365.0,2016.1,0.02,47.69,42.27,96152.47,0.67,5341.8,75,0,17,0,20.0,26.0,241.0,124.0,9.0,0
8344,17.0,1.0,1.0,1.0,49.0,227.55,0.19,5.34,42.58,1215.96,0.08,67.55,11,0,4,0,9.0,16.0,30.0,19.0,1.0,0
8345,16.0,1.0,1.0,1.0,43.0,163.72,0.09,10.8,15.16,1768.14,0.05,98.23,7,0,7,0,9.0,5.0,31.0,12.0,1.0,0
8346,65.0,7.0,4.0,3.0,214.0,1138.89,0.02,47.67,23.89,54287.21,0.38,3015.96,44,5,14,0,22.0,18.0,136.0,78.0,13.0,0
8347,18.0,1.0,1.0,1.0,49.0,186.56,0.08,12.6,14.81,2350.66,0.06,130.59,8,0,8,0,9.0,5.0,35.0,14.0,1.0,0
8348,44.0,7.0,1.0,7.0,182.0,910.0,0.05,22.17,41.05,20171.67,0.3,1120.65,36,0,6,0,14.0,18.0,125.0,57.0,13.0,0
8349,58.0,2.0,1.0,2.0,222.0,1189.38,0.05,21.78,54.61,25901.98,0.4,1439.0,46,4,5,0,14.0,27.0,138.0,84.0,3.0,0
8350,58.0,10.0,1.0,9.0,211.0,1151.94,0.04,23.88,48.23,27513.65,0.38,1528.54,47,1,8,0,18.0,26.0,142.0,69.0,19.0,0
8351,19.0,1.0,1.0,1.0,117.0,590.19,0.12,8.44,69.95,4979.76,0.2,276.65,14,0,3,0,9.0,24.0,72.0,45.0,1.0,0
8352,9.0,4.0,3.0,2.0,25.0,104.25,0.13,8.0,13.03,833.99,0.03,46.33,7,0,0,0,12.0,6.0,17.0,8.0,7.0,0
8353,32.0,4.0,1.0,4.0,69.0,331.71,0.08,12.67,26.19,4201.63,0.11,233.42,23,0,7,0,16.0,12.0,50.0,19.0,7.0,0
8354,9.0,1.0,1.0,1.0,22.0,83.76,0.2,5.0,16.75,418.81,0.03,23.27,6,0,1,0,7.0,7.0,12.0,10.0,1.0,0
8355,26.0,3.0,1.0,3.0,79.0,387.64,0.08,13.13,29.53,5087.83,0.13,282.66,21,0,3,0,14.0,16.0,49.0,30.0,5.0,0
8356,46.0,6.0,3.0,3.0,127.0,701.49,0.05,19.74,35.54,13847.46,0.23,769.3,33,2,8,0,21.0,25.0,80.0,47.0,11.0,0
8357,32.0,5.0,3.0,3.0,105.0,551.03,0.07,14.98,36.79,8252.37,0.18,458.46,24,0,6,0,17.0,21.0,68.0,37.0,9.0,0
8358,14.0,1.0,1.0,1.0,39.0,156.0,0.1,10.0,15.6,1560.0,0.05,86.67,9,0,3,0,10.0,6.0,27.0,12.0,1.0,0
8359,17.0,3.0,1.0,2.0,26.0,108.42,0.13,8.0,13.55,867.34,0.04,48.19,12,0,3,0,12.0,6.0,18.0,8.0,5.0,0
8360,25.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0
8361,40.0,5.0,1.0,3.0,127.0,635.0,0.05,21.53,29.49,13673.67,0.21,759.65,26,1,11,0,17.0,15.0,89.0,38.0,9.0,0
8362,149.0,67.0,67.0,34.0,634.0,3885.97,0.03,32.45,119.74,126117.24,1.3,7006.51,111,6,28,1,15.0,55.0,396.0,238.0,133.0,0
8363,60.0,10.0,1.0,8.0,152.0,878.77,0.04,28.0,31.38,24605.47,0.29,1366.97,48,2,8,0,28.0,27.0,98.0,54.0,15.0,0
8364,42.0,3.0,1.0,3.0,188.0,1091.78,0.03,32.25,33.85,35218.8,0.36,1956.6,34,0,8,0,25.0,31.0,108.0,80.0,5.0,0
8365,15.0,2.0,1.0,2.0,42.0,181.52,0.11,9.17,19.8,1663.94,0.06,92.44,11,0,1,0,11.0,9.0,27.0,15.0,3.0,0
8366,24.0,2.0,1.0,2.0,99.0,499.4,0.07,15.0,33.29,7490.93,0.17,416.16,19,0,3,0,15.0,18.0,63.0,36.0,3.0,0
8367,117.0,13.0,1.0,3.0,190.0,923.02,0.05,18.64,49.52,17204.0,0.31,955.78,92,9,14,0,11.0,18.0,129.0,61.0,25.0,0
8368,21.0,4.0,1.0,2.0,47.0,223.48,0.08,13.09,17.07,2925.55,0.07,162.53,15,0,4,0,16.0,11.0,29.0,18.0,7.0,0
8369,13.0,1.0,1.0,1.0,34.0,151.62,0.11,9.39,16.14,1423.55,0.05,79.09,10,0,3,0,13.0,9.0,21.0,13.0,1.0,0
8370,37.0,3.0,3.0,2.0,141.0,760.32,0.06,16.39,46.39,12460.75,0.25,692.26,29,0,8,0,15.0,27.0,82.0,59.0,5.0,0
8371,24.0,3.0,1.0,3.0,48.0,220.08,0.11,8.86,24.83,1950.69,0.07,108.37,16,0,6,0,13.0,11.0,33.0,15.0,5.0,0
8372,16.0,1.0,1.0,1.0,41.0,177.2,0.13,7.5,23.63,1328.99,0.06,73.83,9,1,4,0,10.0,10.0,26.0,15.0,1.0,0
8373,16.0,1.0,1.0,1.0,36.0,147.15,0.14,7.31,20.12,1076.02,0.05,59.78,9,1,4,0,9.0,8.0,23.0,13.0,1.0,0
8374,25.0,1.0,1.0,1.0,61.0,279.68,0.11,9.5,29.44,2656.99,0.09,147.61,12,4,6,0,12.0,12.0,42.0,19.0,1.0,0
8375,25.0,1.0,1.0,1.0,61.0,279.68,0.11,9.5,29.44,2656.99,0.09,147.61,12,4,6,0,12.0,12.0,42.0,19.0,1.0,0
8376,25.0,1.0,1.0,1.0,61.0,279.68,0.11,9.5,29.44,2656.99,0.09,147.61,12,4,6,0,12.0,12.0,42.0,19.0,1.0,0
8377,10.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0
8378,13.0,1.0,1.0,1.0,39.0,173.92,0.19,5.19,33.5,903.03,0.06,50.17,8,0,3,0,9.0,13.0,24.0,15.0,1.0,0
8379,13.0,1.0,1.0,1.0,46.0,188.02,0.1,10.0,18.8,1880.23,0.06,104.46,9,0,2,0,10.0,7.0,32.0,14.0,1.0,0
8380,22.0,1.0,1.0,1.0,56.0,263.22,0.16,6.09,43.23,1602.57,0.09,89.03,13,0,6,0,9.0,17.0,33.0,23.0,1.0,0
8381,14.0,1.0,1.0,1.0,48.0,200.16,0.11,9.38,21.35,1876.47,0.07,104.25,10,0,2,0,10.0,8.0,33.0,15.0,1.0,0
8382,5.0,1.0,1.0,1.0,13.0,44.97,0.33,3.0,14.99,134.92,0.01,7.5,3,0,0,0,6.0,5.0,8.0,5.0,1.0,0
8383,16.0,3.0,1.0,3.0,55.0,267.19,0.09,10.56,25.3,2822.18,0.09,156.79,12,0,2,0,13.0,16.0,29.0,26.0,5.0,0
8384,16.0,3.0,1.0,3.0,55.0,267.19,0.09,10.56,25.3,2822.18,0.09,156.79,12,0,2,0,13.0,16.0,29.0,26.0,5.0,0
8385,10.0,1.0,1.0,1.0,27.0,110.36,0.24,4.2,26.28,463.52,0.04,25.75,6,0,2,0,7.0,10.0,15.0,12.0,1.0,0
8386,34.0,3.0,1.0,3.0,123.0,625.76,0.07,14.7,42.57,9198.64,0.21,511.04,25,0,6,0,14.0,20.0,81.0,42.0,5.0,0
8387,27.0,1.0,1.0,1.0,120.0,557.26,0.08,12.09,46.08,6739.4,0.19,374.41,18,0,6,0,9.0,16.0,77.0,43.0,1.0,0
8388,19.0,3.0,1.0,2.0,37.0,159.91,0.1,9.75,16.4,1559.14,0.05,86.62,13,1,3,0,12.0,8.0,24.0,13.0,5.0,0
8389,63.0,5.0,1.0,2.0,230.0,1380.0,0.04,27.24,50.66,37588.57,0.46,2088.25,47,2,14,0,22.0,42.0,126.0,104.0,9.0,0
8390,5.0,1.0,1.0,1.0,12.0,41.51,0.33,3.0,13.84,124.54,0.01,6.92,3,0,0,0,6.0,5.0,7.0,5.0,1.0,0
8391,20.0,11.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,21.0,0
8392,34.0,6.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,11.0,0
8393,20.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0
8394,20.0,2.0,1.0,2.0,57.0,261.33,0.12,8.46,30.89,2211.36,0.09,122.85,13,0,5,0,11.0,13.0,37.0,20.0,3.0,0
8395,7.0,1.0,1.0,1.0,23.0,85.11,0.41,2.44,34.82,208.05,0.03,11.56,5,0,0,0,4.0,9.0,12.0,11.0,1.0,0
8396,24.0,3.0,1.0,3.0,50.0,219.62,0.11,9.0,24.4,1976.54,0.07,109.81,15,1,4,2,9.0,12.0,26.0,24.0,5.0,0
8397,16.0,3.0,1.0,3.0,55.0,267.19,0.09,10.56,25.3,2822.18,0.09,156.79,12,0,2,0,13.0,16.0,29.0,26.0,5.0,0
8398,5.0,1.0,1.0,1.0,12.0,39.86,0.4,2.5,15.95,99.66,0.01,5.54,2,0,1,0,5.0,5.0,7.0,5.0,1.0,0
8399,16.0,3.0,1.0,3.0,55.0,267.19,0.09,10.56,25.3,2822.18,0.09,156.79,12,0,2,0,13.0,16.0,29.0,26.0,5.0,0
8400,18.0,4.0,3.0,3.0,48.0,225.62,0.09,10.91,20.68,2461.32,0.08,136.74,14,0,2,0,15.0,11.0,32.0,16.0,7.0,0
8401,7.0,2.0,1.0,2.0,22.0,85.95,0.19,5.14,16.71,442.04,0.03,24.56,4,0,1,0,8.0,7.0,13.0,9.0,3.0,0
8402,18.0,2.0,1.0,2.0,47.0,212.61,0.12,8.25,25.77,1754.01,0.07,97.45,12,0,4,0,11.0,12.0,29.0,18.0,3.0,0
8403,7.0,1.0,1.0,1.0,22.0,83.76,0.27,3.75,22.34,314.11,0.03,17.45,4,0,1,0,6.0,8.0,12.0,10.0,1.0,0
8404,24.0,1.0,1.0,1.0,84.0,420.0,0.08,13.24,31.73,5558.82,0.14,308.82,16,0,5,0,15.0,17.0,54.0,30.0,1.0,0
8405,20.0,1.0,1.0,1.0,62.0,301.19,0.09,11.2,26.89,3373.38,0.1,187.41,16,0,4,0,14.0,15.0,38.0,24.0,1.0,0
8406,26.0,1.0,1.0,1.0,92.0,482.81,0.1,9.88,48.87,4770.16,0.16,265.01,18,0,5,0,13.0,25.0,54.0,38.0,1.0,0
8407,50.0,4.0,1.0,4.0,143.0,879.41,0.04,23.38,37.61,20564.75,0.29,1142.49,40,0,7,0,32.0,39.0,86.0,57.0,5.0,0
8408,18.0,1.0,1.0,1.0,48.0,203.9,0.1,10.0,20.39,2039.01,0.07,113.28,10,0,6,0,10.0,9.0,30.0,18.0,1.0,0
8409,43.0,7.0,6.0,4.0,159.0,857.38,0.04,24.55,34.93,21044.74,0.29,1169.15,31,6,4,0,20.0,22.0,105.0,54.0,13.0,0
8410,18.0,1.0,1.0,1.0,56.0,228.9,0.07,13.57,16.87,3106.47,0.08,172.58,10,0,6,0,10.0,7.0,37.0,19.0,1.0,0
8411,60.0,7.0,1.0,7.0,189.0,1055.56,0.05,18.25,57.84,19263.93,0.35,1070.22,51,3,2,2,16.0,32.0,116.0,73.0,13.0,0
8412,16.0,1.0,1.0,1.0,79.0,352.3,0.07,15.0,23.49,5284.43,0.12,293.58,12,0,2,0,11.0,11.0,49.0,30.0,1.0,0
8413,16.0,1.0,1.0,1.0,43.0,163.72,0.09,10.8,15.16,1768.14,0.05,98.23,7,0,7,0,9.0,5.0,31.0,12.0,1.0,0
8414,21.0,2.0,1.0,2.0,54.0,240.81,0.08,12.28,19.61,2956.6,0.08,164.26,15,0,4,0,13.0,9.0,37.0,17.0,3.0,0
8415,16.0,2.0,1.0,2.0,36.0,155.59,0.12,8.25,18.86,1283.61,0.05,71.31,10,0,4,0,12.0,8.0,25.0,11.0,3.0,0
8416,19.0,1.0,1.0,1.0,63.0,280.94,0.13,7.92,35.49,2224.14,0.09,123.56,12,0,4,0,10.0,12.0,44.0,19.0,1.0,0
8417,15.0,1.0,1.0,1.0,39.0,165.67,0.14,7.22,22.94,1196.5,0.06,66.47,9,0,4,0,10.0,9.0,26.0,13.0,1.0,0
